dish_name,description,flavor,similar_japanese_dish,ingredients,img_path,category,region,allergy,,,descript_vietnamese
Bánh Tét|Banh Tet,"Bánh tét là món ăn truyền thống của người miền Nam, đặc biệt phổ biến vào dịp Tết Nguyên Đán. Món bánh này có hình dáng dài, được gói bằng lá dong, bên trong là nếp và nhân thịt, đậu xanh hoặc chuối. Bánh tét có vị đậm đà, béo ngậy của thịt, kết hợp với vị ngọt của đậu xanh và thơm của lá dong. Món bánh này thường được ăn kèm với dưa món, tạo nên sự hòa quyện tuyệt vời.|ピアケーキはソクチャンの名物で、薄くて柔らかい生地にドリアン、インゲン豆、塩漬け卵黄を混ぜて作ったフィリングが入っています。ピアケーキはドリアンの甘くて香り高い風味と、塩漬け卵の脂っこい味が特徴。休日や贈り物として大変人気の一品です。","Dẻo, béo, thơm lá chuối|もちもちして濃厚でバナナの葉の香り",Chimaki|粽,"Gạo nếp, thịt heo, đậu xanh, lá chuối|もち米、豚肉、緑豆、バナナの葉",https://ik.imagekit.io/tvlk/blog/2022/08/banh-tet-ngay-tet-la-dac-san-cua-mien-nao-2-1024x683.jpg,Tráng Miệng|デザート,Kansai/Kyoto/Naga|関西/京都/長崎,Không có|ない,,,
Bánh Pía|Banh Pia,"Bánh pía là món bánh đặc sản của Sóc Trăng, có vỏ ngoài mỏng, mềm, nhân bánh là hỗn hợp từ sầu riêng, đậu xanh và lòng đỏ trứng muối. Bánh pía có hương vị ngọt ngào, thơm lừng của sầu riêng, ăn kèm với vị béo của trứng muối. Đây là món ăn rất được yêu thích trong các dịp lễ Tết hoặc dùng làm quà biếu.|バイン・コットは南部、特にブンタウの名物料理です。この料理はミニバインセオのような小さな形で、薄い皮でカリカリに揚げられており、中にエビ、肉、イカなどが入っています。バイン・コットはサクサクとした食感がおいしく、生野菜や甘酸っぱい魚醤と一緒に食べられることが多いです。この料理は朝食にも夕食にも最適です。","Ngọt, béo, thơm|甘く濃厚で香り高い",Dorayaki|どら焼き,"Bột mì, sầu riêng, đậu xanh, trứng, đường|小麦粉、ドリアン、緑豆、卵、砂糖",https://daylambanh.edu.vn/wp-content/uploads/2017/10/cach-lam-banh-pia-soc-trang.jpg,Tráng Miệng|デザート,Tokyo|東京,Không có|ない,,,
Bánh Khọt|Banh Khot,"Bánh khọt là món ăn đặc sản của miền Nam, đặc biệt là Vũng Tàu. Món bánh này có hình dạng nhỏ, giống như những chiếc bánh xèo mini, được chiên giòn với lớp vỏ mỏng, nhân là tôm, thịt hoặc mực. Bánh khọt có hương vị thơm ngon, giòn rụm, thường được ăn kèm với rau sống và nước mắm chua ngọt. Món ăn này rất phù hợp cho bữa sáng hoặc buổi tối.|竹筒ご飯は北西部の名物料理で、竹筒でご飯を炊くので、おいしくて特別な風味があります。この米料理は竹の風味ともち米をブレンドしたもので、焼いた肉や川魚と一緒に食べられることが多いです。竹ご飯は自然の中での食事やキャンプに最適です。","Giòn, thơm mùi dừa|サクサクしてココナッツの香り",Takoyaki|たこ焼き,"Bột gạo, tôm, nước cốt dừa, rau sống, nước mắm|米粉、エビ、ココナッツミルク、生野菜、魚醤",https://i1-ngoisao.vnecdn.net/2020/08/23/118242010-1612533402246786-360-1382-7166-1598186113.jpg?w=1020&h=0&q=100&dpr=1&fit=crop&s=C35YxSunYrTTlx_oDeUPAA,Tráng Miệng|デザート,Kyushu|九州,Không có|ない,,,
Cơm Lam|Com Lam,"Cơm lam là món ăn đặc sản của vùng Tây Bắc, với cơm được nấu trong ống tre, mang lại hương vị thơm ngon, dẻo đặc biệt. Món cơm này có sự hòa quyện của hương gỗ tre và cơm nếp dẻo, thường được ăn kèm với thịt nướng hoặc cá suối. Cơm lam rất thích hợp cho các bữa ăn trong thiên nhiên hoặc các dịp cắm trại.|ミックスライスペーパーはサイゴンの有名なスナックで、ライスペーパーを細かく切って、エビ塩、エビペーストなどのスパイスと、青マンゴー、ベトナムコリアンダー、ピーナッツなどの材料を混ぜ合わせたものです。この料理は酸味、辛味、塩味、甘味があり、味覚を刺激し、バロット卵と一緒に食べられることが多いです。ミックスライスペーパーは歩道の屋台で非常に人気があり、若者のお気に入りの料理です。","Thơm mùi tre, dẻo bùi|竹の香りが漂い、もちもちして香ばしい",Yaki Onigiri|焼きおにぎり,"Gạo nếp, muối, ống tre|もち米、塩、竹筒",https://file.hstatic.net/200000439247/article/com_lam_263795237bbc49caa11820afdfcce80c.jpg,Tráng Miệng|デザート,Tất cả|全部,Không có|ない,,,
Bánh Tráng Trộn|Banh Trang Tron,"Bánh tráng trộn là món ăn vặt nổi tiếng của Sài Gòn, với bánh tráng cắt nhỏ, trộn cùng với gia vị như muối tôm, mắm ruốc, và các nguyên liệu như xoài xanh, rau răm, đậu phộng. Món ăn này có vị chua, cay, mặn, ngọt, kích thích vị giác, và thường được ăn kèm với trứng cút lộn. Bánh tráng trộn rất phổ biến trong các quán vỉa hè và là món ăn yêu thích của giới trẻ.|ラ・ヴォン魚のケーキは、新鮮なナマズの肉をグリルし、春雨と生野菜を添えたハノイの名物料理です。この料理は、魚のすり身を特別なスパイスでマリネし、熱い炭火で焼くことで、おいしく濃厚な風味を生み出す特別な料理です。ラ・ヴォングの魚のケーキは、エビのペーストや甘酸っぱい魚醤と一緒に食べられることが多く、素晴らしい料理体験を提供します。","Chua cay, ngọt dịu|甘酸っぱくてほんのり辛い",Takoyaki|たこ焼き,"Bánh tráng, khô bò, xoài, trứng cút, đậu phộng, sốt me|ライスペーパー、干し牛肉、青マンゴー、ウズラの卵、ピーナッツ、タマリンドソース",https://i1-giadinh.vnecdn.net/2023/08/05/mon-7-1691221823-6409-1691221866.jpg?w=1020&h=0&q=100&dpr=1&fit=crop&s=JksGIKeRNwgjWSGTFGYjcA,"Tráng Miệng, Khai Vị|デザート、前菜",Kansai|関西,Không có|ない,,,
Chả Cá Lã Vọng|Cha Ca La Vong,"Chả cá Lã Vọng là món ăn nổi tiếng của Hà Nội, với thịt cá lăng tươi ngon, được nướng lên và ăn kèm với bún và rau sống. Món ăn này đặc biệt bởi chả cá được tẩm ướp gia vị đặc trưng, nướng trên than hồng, tạo nên hương vị thơm ngon, đậm đà. Chả cá Lã Vọng thường được ăn kèm với mắm tôm hoặc nước mắm chua ngọt, mang đến một trải nghiệm ẩm thực tuyệt vời.|シュガードーナツはベトナムでは特に旧正月の時期にとても人気のあるおやつです。ドーナツは外側がサクサクで、中身は甘い緑豆です。油の豊かな風味と砂糖の甘みが特徴の、食べやすく子供から大人まで愛されるケーキです。","Thơm lừng, đậm vị|香ばしく濃厚な風味",Teriyaki Fish|照り焼き魚,"Cá lăng, nghệ, riềng, thì là, hành lá, bún, nước mắm|ラーチャン魚、ウコン、ガランガル、ディル、青ねぎ、米麺、魚醤",https://vietmytour.dulichnuocmy.vn/wp-content/uploads/2024/05/Cha-ca-La-Vong-thuoc-top-10-mon-ngon-nhat.jpg,"Món Chính, Khai Vị|主菜、前菜",Hokkaido|北海道,Không có|ない,,,
Bánh Rán Đường|Banh Ran Duong,"Bánh rán đường là món ăn vặt rất phổ biến ở Việt Nam, đặc biệt là vào dịp Tết Nguyên Đán. Bánh rán có lớp vỏ giòn rụm bên ngoài, bên trong là nhân đậu xanh ngọt ngào. Món bánh này có hương vị béo ngậy của dầu và ngọt từ đường, rất dễ ăn và được yêu thích bởi cả trẻ em lẫn người lớn.|バイン・コアイ・レ・フォーは、タロイモ、米粉、その他の材料から作られるハノイの人々の軽食です。ケーキは外側がサクサクで、内側は柔らかくて脂の乗ったタロイモが入っています。このケーキは甘いディップソースやゴマ塩と一緒に食べられることが多く、調和のとれた味の組み合わせを生み出します。","Ngọt, giòn.|甘くてサクサク",Anpan|あんぱん,"Bột mì, đường, dầu ăn, trứng.|小麦粉、砂糖、食用油、卵",https://cdn.tgdd.vn/Files/2021/08/27/1378210/cach-lam-banh-ran-duong-thom-ngon-gion-rum-dam-bao-an-vao-la-me-ngay-202203041306589006.jpg,"Ăn Vặt, Tráng Miệng|おやつ、デザート",Kansai|関西,"Trứng, gluten|卵、グルテン",,,
Bánh Khoai Lệ Phố|Banh Khoai Le Pho,"Bánh khoai lệ phố là món ăn vặt của người Hà Nội, được làm từ khoai môn, bột gạo và các nguyên liệu khác. Bánh có lớp vỏ giòn bên ngoài, bên trong là nhân khoai môn mềm, béo ngậy. Món bánh này thường được ăn kèm với nước chấm ngọt hoặc muối vừng, tạo nên sự kết hợp hài hòa giữa các vị.|タマリンドと炒めたウズラ​​の卵はサイゴンの有名な軽食で、ウズラの卵をタマリンド、玉ねぎ、ニンニク、スパイスと一緒に炒めたものです。この料理は、酸味、甘味、辛味があり、味覚を刺激する特別な風味があります。タマリンドと炒めたウズラ​​の卵は、ベトナムのコリアンダーやスパイスと一緒に食べられることが多く、友人との集まりに最適です。","Bùi, ngọt nhẹ.|香ばしく、ほんのり甘い",Imo Yokan|芋ようかん,"Khoai lang, bột năng, dầu ăn.|サツマイモ、タピオカ粉、食用油",https://cdn.tgdd.vn/Files/2020/04/09/1247986/cach-lam-banh-khoai-mon-le-pho-chien-gion-rum-tho-13.jpg,Ăn Vặt|おやつ,Kyushu|九州,Không có|ない,,,
Trứng Cút Lộn Xào Me|Trung Cut Lon Xao Me,"Trứng cút lộn xào me là món ăn vặt nổi tiếng của Sài Gòn, với trứng cút lộn được xào cùng với me, hành, tỏi và gia vị. Món ăn này có hương vị đặc biệt, vừa chua chua, ngọt ngọt, vừa cay cay, kích thích vị giác. Trứng cút lộn xào me thường được ăn kèm với rau răm và gia vị, rất phù hợp cho các buổi tụ tập bạn bè.|バイン・ボット・ロックは、透明で歯ごたえのある生地にエビや肉を詰め、バナナの葉で包んだ中部地方の名物料理です。この料理はマイルドで美味しい味で、甘酸っぱい魚醤や新鮮な唐辛子と一緒に出されることが多いです。バイン・ボット・ロックはとても食べやすく、おやつや朝食に適した料理です。","Chua ngọt, đậm đà.|甘酸っぱくて濃厚",Tamago Yaki|卵焼き,"Trứng cút, me, rau răm, tỏi, đường.|ウズラの卵、タマリンド、コリアンダー、ニンニク、砂糖",https://cdn.tgdd.vn/Files/2020/07/24/1273398/cach-lam-trung-cut-lon-xao-me-don-gian-ma-thom-ngon-202201110950108775.jpeg,"Ăn Vặt, Khai Vị|おやつ、前菜",Kanto|関東,Trứng|卵,,,
Bánh Bột Lọc|Banh Bot Loc,"Bánh bột lọc là món ăn đặc sản của miền Trung, với lớp vỏ bánh trong, dai, nhân tôm hoặc thịt được bọc trong lá chuối. Món ăn này có hương vị nhẹ nhàng, thơm ngon, thường được ăn kèm với nước mắm chua ngọt hoặc ớt tươi. Bánh bột lọc rất dễ ăn, là món ăn phù hợp cho các bữa ăn nhẹ hoặc bữa sáng.|ネギ油で焼いたトウモロコシは、特に涼しい夜にはおいしいおやつです。トウモロコシを熱い炭火で焼き、ネギ油とス​​パイスを塗って香り豊かな味に仕上げます。この料理は、ネギ油の豊かな風味とトウモロコシの甘みがあり、屋外での食事や小さなパーティーに最適です。","Dai, mặn ngọt.|弾力があり、甘じょっぱい",Ebi Shumai|海老焼売,"Bột năng, tôm, thịt, hành.|タピオカ粉、エビ、肉、ネギ",https://cdn.tgdd.vn/2020/08/CookProductThumb/cach-lam-banh-bot-loc-ngon-1-620x620.jpg,Ăn Vặt|おやつ,Chubu|中部,"Hải sản, thịt|海鮮、肉  ",,,
Bắp Nướng Mỡ Hành|Bap Nuong Mo Hanh,"Bắp nướng mỡ hành là món ăn vặt thơm ngon, đặc biệt trong các buổi tối mát mẻ. Bắp được nướng chín trên than hồng, sau đó được phết mỡ hành và gia vị, tạo nên hương vị thơm lừng. Món ăn này có vị béo ngậy của mỡ hành, ngọt của bắp, rất thích hợp cho các bữa ăn ngoài trời hoặc tiệc nhỏ.|揚げバナナはベトナムでは特に旧正月の休暇中に人気のおやつです。バナナは皮をむき、スライスして熱い油で揚げられ、外側はカリカリ、内側は柔らかく甘い食感になります。この料理は甘みがあり、食べやすく、朝や午後に食べるのに最適です。","Ngọt, béo, mặn cay.|甘くて濃厚で、ピリッと辛い",Yaki Tomorokoshi|焼きとうもろこし,"Bắp, mỡ hành, muối, ớt bột.|トウモロコシ、ネギ油、塩、唐辛子粉",https://cdn.tgdd.vn/2020/09/CookProduct/k(1)-1200x675.jpg,Ăn Vặt|おやつ,Shikoku|四国,Không có|ない,,,
Chuối Chiên|Chuoi Chien,"Chuối chiên là món ăn vặt phổ biến ở Việt Nam, đặc biệt là trong các dịp lễ Tết. Chuối được lột vỏ, cắt lát và chiên giòn trong dầu nóng, tạo nên lớp vỏ giòn tan, bên trong mềm ngọt. Món ăn này có hương vị ngọt ngào, dễ ăn, và rất thích hợp để ăn vào buổi sáng hoặc chiều.|シュリンプチップスは南部の典型的なスナックで、エビと小麦粉から作られ、カリカリに揚げられており風味豊かです。この料理はパーティーの前菜や軽食としてよく使われます。エビチップスはサクサクして美味しく、独特の風味と食べやすさで大変人気があります。","Ngọt, giòn.|甘くてサクサク",Banana Tempura|バナナ天ぷら,"Chuối, bột mì, đường, dầu ăn.|バナナ、小麦粉、砂糖、食用油",https://cdn.tgdd.vn/2020/12/CookProduct/banh-chuoi-chien-bot-gao-truyen-thong-thumbnail-1200x676.jpg,Ăn Vặt|おやつ,Kyushu|九州,Gluten|グルテン,,,
Phồng Tôm|Phong Tom,"Phồng tôm là món ăn vặt đặc trưng của miền Nam, làm từ tôm và bột, được chiên giòn và có hương vị đậm đà. Món ăn này thường được dùng làm đồ nhắm hoặc ăn chơi trong các bữa tiệc. Phồng tôm có vị giòn tan, thơm ngon, rất được yêu thích bởi hương vị độc đáo và dễ ăn.|マンゴーサラダはベトナムで人気の軽食で、青いマンゴーを細かく切って、塩、唐辛子、砂糖などのスパイスを混ぜ合わせたものです。この料理は酸味、甘み、辛みがあり、とても魅力的で食べやすい味です。マンゴーサラダは、友人との集まりや暑い夏の日のおやつとしてよく使われます。","Giòn, mặn nhẹ.|サクサクして軽い塩味",Kakiage|かき揚げ,"Bột tôm, bột mì, dầu ăn.|エビ粉、小麦粉、食用油",https://cdn.tgdd.vn/Files/2017/03/03/956748/cach-chien-banh-phong-tom-gion-ngon-khong-bi-chay-xem-202201070726264628.jpeg,Ăn Vặt|おやつ,Kanto|関東,"Hải sản, gluten|海鮮、グルテン  ",,,
Xoài Dầm|Xoai Dam,"Xoài dầm là món ăn vặt phổ biến ở Việt Nam, với xoài xanh được cắt thành miếng nhỏ, trộn với gia vị như muối, ớt và đường. Món ăn này có vị chua chua, ngọt ngọt, cay cay, rất hấp dẫn và dễ ăn. Xoài dầm thường được dùng như món ăn vặt trong các dịp tụ tập bạn bè hoặc vào những ngày hè nóng bức.|殻付きの卵を熱い炭火で焼いた焼き卵は、人気のおやつです。食べてみると、卵の殻は軽くサクサクしていて、中には柔らかくて脂っこい黄身と白身が入っています。この料理は塩やコショウなどのスパイスと一緒に食べられることが多く、豊かな風味を生み出します。焼き卵は歩道の屋台や朝食によく出ます。","Chua, ngọt, cay.|酸味と甘み、辛みの調和",Umeboshi|梅干し,"Xoài xanh, đường, muối, ớt.|青マンゴー、砂糖、塩、唐辛子",https://cdn.tgdd.vn/2021/09/CookRecipe/Avatar/xoai-lac-muoi-ot-thumbnail.jpg,Ăn Vặt|おやつ,Kansai|関西,Không có|ない,,,
Trứng Gà Nướng|Trung Ga Nuong,"Trứng gà nướng là món ăn vặt phổ biến, với trứng gà nguyên vỏ được nướng trên than hồng. Khi ăn, trứng có lớp vỏ giòn nhẹ, bên trong là lòng đỏ và lòng trắng trứng mềm, béo ngậy. Món ăn này thường được ăn kèm với gia vị như muối tiêu, tạo nên hương vị đậm đà. Trứng gà nướng thường xuất hiện trong các quán vỉa hè hoặc trong các bữa ăn sáng.|シーフードチャーハンは、エビ、イカ、カニなどのシーフードを混ぜた、黄金色のスポンジ状のチャーハンが人気の料理です。スパイスの豊かな風味と魚介類の自然な甘みが特徴のこの料理は、野菜や目玉焼きと一緒に食べられます。シーフードチャーハンは、手早く済ませたいときや、友達との集まりに最適です。","Béo, mặn ngọt.|濃厚で甘じょっぱい",Yudetamago|ゆで卵,"Trứng gà, nước mắm, đường, tiêu.|鶏卵、魚醤、砂糖、胡椒",https://i-giadinh.vnecdn.net/2023/10/09/Bc6Thnhphm6-1696840258-3812-1696840412.jpg,Ăn Vặt|おやつ,Tohoku|東北,Trứng|卵,,,
Cơm chiên hải sản|Com chien hai san,"Cơm chiên hải sản là món ăn phổ biến, với cơm chiên vàng, xốp, được trộn cùng với các loại hải sản như tôm, mực, cua. Món ăn này có hương vị đậm đà từ gia vị và vị ngọt tự nhiên của hải sản, ăn kèm với rau củ và trứng ốp la. Cơm chiên hải sản là lựa chọn tuyệt vời cho bữa ăn nhanh hoặc những dịp tụ tập bạn bè.|蒸しバナナケーキは、熟したバナナを潰し、米粉と砂糖を混ぜて蒸した素朴な甘いケーキです。ケーキは甘くて柔らかく、香りの良いバナナの風味があります。この料理はデザートや午後のおやつに最適です。","Thơm mùi hải sản, béo nhẹ và đậm đà.|シーフードの香り、ほんのり濃厚で風味豊か",Seafood Fried Rice|シーフードチャーハン,"Cơm, tôm, mực, trứng, cà rốt, đậu Hà Lan|ご飯、エビ、イカ、卵、ニンジン、グリーンピース",https://cdn.tgdd.vn/Files/2020/09/25/1293451/cach-lam-com-chien-hai-san-gion-ngon-nhu-nha-hang-202201071045003849.jpg,"Hải Sản, Món Chính|シーフード、主菜",Hokkaido/ Kanto|北海道/関東,hải sản|海鮮,,,
Bánh Chuối Hấp|Banh Chuoi Hap,"Bánh chuối hấp là món bánh ngọt dân dã, được làm từ chuối chín nghiền nhuyễn, trộn với bột gạo và đường, sau đó hấp chín. Bánh có hương vị ngọt ngào, mềm mịn, thơm lừng của chuối. Món ăn này rất thích hợp làm món tráng miệng hoặc ăn vặt vào các buổi chiều.|アボカドスムージーは、熟したアボカド、練乳、氷から作られた冷たくておいしいドリンクです。アボカドの濃厚な味わいと練乳の甘さが特徴のスムージーで、暑い夏の日にぴったりです。アボカドスムージーも栄養価が高く、体に多くのビタミンや栄養素を提供します。","Béo, ngọt nhẹ.|濃厚でほんのり甘い",Mizuyokan|水羊羹,"Chuối, bột năng, nước cốt dừa.|バナナ、タピオカ粉、ココナッツミルク",https://cdn.tgdd.vn/2022/01/CookDish/thom-ngon-banh-chuoi-la-mieng-avt-1200x676.jpg,"Ăn Vặt, Tráng Miệng|おやつ、デザート",Kansai|関西,Không có|ない,,,
Sinh Tố Bơ|Sinh To Bo,"Sinh tố bơ là món đồ uống mát lạnh, thơm ngon được làm từ bơ chín, sữa đặc và đá. Món sinh tố này có vị béo ngậy của bơ, ngọt ngào của sữa đặc, rất thích hợp cho những ngày hè oi ả. Sinh tố bơ còn rất bổ dưỡng, cung cấp nhiều vitamin và dưỡng chất cho cơ thể.|サトウキビジュースは、新鮮なサトウキビを絞って作った、おなじみの清涼飲料水です。この飲み物は甘くて爽やかな味で、とても元気が出ます。サトウキビジュースは暑い日によく飲まれ、体を冷やし、エネルギーを補給するのに役立ちます。","Béo ngọt, mát lạnh|濃厚で甘く、冷ややか",Avocado Shake|アボカドシェイク,"Bơ, sữa đặc, đá|アボカド、練乳、氷",https://cdn.tgdd.vn/2021/08/CookRecipe/GalleryStep/thanh-pham-1351.jpg,Đồ Uống|飲み物,Kyushu|九州,Sữa|牛乳,,,
Nước Mía|Nuoc Mia,"Nước mía là món đồ uống giải khát quen thuộc, được làm từ mía tươi ép lấy nước. Món nước này có vị ngọt thanh, thanh mát và rất giàu năng lượng. Nước mía thường được thưởng thức trong những ngày nóng bức, giúp giải nhiệt và bổ sung năng lượng cho cơ thể.|ピーチ、オレンジ、レモングラスティーは、お茶、オレンジ、ピーチ、レモングラスを組み合わせた、涼しげで心地よい風味のドリンクです。このお茶は甘酸っぱい味で、オレンジ、桃、レモングラスの香りがして、暑い日に涼むのに最適です。ピーチ、オレンジ、レモングラスのお茶は冷やして飲むことが多く、ティーショップでは多くの人が好んで飲んでいます。","Ngọt thanh, mát|爽やかで甘い",Mugi Cha|麦茶,"Mía, đá viên|サトウキビ、氷",https://cdn.nhathuoclongchau.com.vn/unsafe/800x0/https://cms-prod.s3-sgn09.fptcloud.com/nuoc_mia_co_tac_dung_gi_doi_voi_suc_khoe_1_3faa508da1.jpg,Đồ Uống|飲み物,Kanto|関東,Không có|ない,,,
Trà Đào Cam Sả|Tra Dao Cam Sa,"Trà đào cam sả là thức uống kết hợp giữa trà, cam, đào và sả, mang đến hương vị thơm mát, dễ chịu. Món trà này có vị chua chua, ngọt ngọt, thơm mùi cam, đào và hương sả, rất thích hợp để giải nhiệt trong những ngày nóng. Trà đào cam sả thường được thưởng thức lạnh, là lựa chọn yêu thích của nhiều người trong các quán trà.|スイバジュースは、熟したスイバの実から作られた、わずかに酸味のある味と独特の香りを持つ特別な飲み物です。この飲み物は体を冷やし、浄化する効果があるので、夏に人気があります。ワニジュースは砂糖が混ぜられることが多く、甘くて飲みやすい味になります。","Ngọt, thanh mát|甘くて爽やか",Momiji Tea|もみじ茶,"Trà đen, đào, cam, sả, đường|紅茶、桃、オレンジ、レモングラス、砂糖",https://horecavn.com/wp-content/uploads/2024/05/huong-dan-cong-thuc-tra-dao-cam-sa-hut-khach-ngon-kho-cuong_20240526180626.jpg,Đồ Uống|飲み物,Kansai|関西,Không có|ない,,,
Nước Sấu|Nuoc Sau,"Nước sấu là món nước giải khát đặc biệt được làm từ quả sấu chín, với vị chua nhẹ và mùi thơm đặc trưng. Món nước này được ưa chuộng vào mùa hè, giúp giải nhiệt và thanh lọc cơ thể. Nước sấu thường được pha với đường, tạo nên hương vị ngọt thanh rất dễ uống.|アイスグリーンビーンズデザートは、グリーンビーンズ、砂糖、ココナッツミルクから作られる伝統的なデザートで、通常は氷と一緒に出されます。このデザートは、緑豆の冷たくて甘い味と濃厚なココナッツミルクの風味が特徴で、デザートやリフレッシュメントに最適です。",Chua ngọt mát|酸味と甘み、冷ややか,Ume Juice|梅ジュース,"Quả sấu, đường, nước, đá|グアバ、砂糖、水、氷",https://cdn.nhathuoclongchau.com.vn/unsafe/https://cms-prod.s3-sgn09.fptcloud.com/uong_nuoc_sau_co_tot_khong_3_Cropped_4fa74c0e9f.jpg,Đồ Uống|飲み物,Tohoku|東北,Không có|ない,,,
Chè Đậu Xanh Đá|Che Dau Xanh Da,"Chè đậu xanh đá là món chè truyền thống, được làm từ đậu xanh, đường và nước cốt dừa, thường được ăn kèm với đá. Món chè này có vị ngọt mát, thanh thanh của đậu xanh, béo ngậy từ nước cốt dừa, rất thích hợp cho các dịp tráng miệng hoặc giải khát.|塩レモネードは、新鮮なレモンジュースに塩と砂糖を混ぜて作る人気の飲み物です。この飲み物は酸味と塩味があり、飲みやすく、体を効果的に冷やすのに役立ちます。塩味のレモネードは暑い夏の日によく飲まれ、喉の渇きを癒し、ビタミン C を補給するのに役立ちます。",Ngọt mát|冷ややかな甘み,Zenzai|ぜんざい,"Đậu xanh, đường, đá|緑豆、砂糖、氷",https://cdn.tgdd.vn/Files/2018/04/17/1082709/cach-nau-che-dau-xanh-danh-nuoc-cot-dua-tuyet-ngon-202208261336457312.jpg,"Tráng Miệng,Ăn Vặt|デザート、おやつ",Chubu|中部,Không có|ない,,,
Nước Chanh Muối|Nuoc Chanh Muoi,"Nước chanh muối là thức uống phổ biến, được làm từ nước chanh tươi pha với muối và đường. Món nước này có vị chua chua, mặn mặn, rất dễ uống và giúp giải nhiệt hiệu quả. Nước chanh muối thường được thưởng thức trong những ngày hè oi ả, giúp giải khát và bổ sung vitamin C.|ココナッツコーヒーは、濃いブラックコーヒーと濃厚なココナッツミルクを組み合わせた特別なドリンクです。このコーヒーは、ほんのり甘いココナッツの風味とコーヒーの苦味が絶妙にマッチした美味しいコーヒーです。ココナッツコーヒーは、特に夏場にはコーヒーショップで多くの人に好まれています。","Chua mặn, thanh|酸味と塩味、爽やか",Yuzu Soda|ゆずソーダ,"Chanh, muối, đường, nước|レモン、塩、砂糖、水",https://cdn.tgdd.vn/News/1563854/chanh-muoi-tac-dung-cach-lam-luu-y-khi-su-dung2-800x450.jpg,Đồ Uống|飲み物,Shikoku|四国,Không có|ない,,,
Cà Phê Dừa|Ca Phe Dua,"Cà phê dừa là món đồ uống đặc biệt, kết hợp giữa cà phê đen đậm đà và nước cốt dừa béo ngậy. Món cà phê này có hương vị thơm ngon, ngọt nhẹ của dừa, kết hợp với vị đắng của cà phê, tạo nên sự kết hợp hoàn hảo. Cà phê dừa là món yêu thích của nhiều người trong các quán cà phê, đặc biệt là vào mùa hè.|パールミルクティーは甘いミルクティーに歯ごたえのあるパールを合わせた、若者に人気のドリンクです。ミルクの甘さと紅茶のほんのりとした渋み、そしてタピオカのもちもちとした食感が加わり、独特の味わいのミルクティーです。パールミルクティーは、お茶を飲むときや友達と会うときに多くの人が好んで選ぶものです。","Đắng ngọt, béo|ほろ苦くて甘い、濃厚",Kohi Milk|コーヒーミルク,"Cà phê, nước cốt dừa, đường|コーヒー、ココナッツミルク、砂糖",https://cdn.tgdd.vn/2021/08/CookRecipe/GalleryStep/thanh-pham-314.jpg,Đồ Uống|飲み物,Kyushu|九州,Không có|ない,,,
Trà Sữa Trân Châu|Tra Sua Tran Chau,"Trà sữa trân châu là món đồ uống nổi tiếng của giới trẻ, với trà sữa ngọt ngào kết hợp với trân châu dẻo. Món trà sữa này có vị ngọt từ sữa, chát nhẹ của trà, cùng với độ dai dai của trân châu, tạo nên hương vị đặc trưng. Trà sữa trân châu là lựa chọn yêu thích của nhiều người khi đi uống trà hoặc gặp gỡ bạn bè.|黒豆煎り水は体を冷やし浄化する効果のある飲み物です。黒豆を香りが出るまで焙煎し、水と砂糖を加えて煮て、甘くて冷たい黒豆ドリンクを作ります。焙煎黒豆水は美味しいだけでなく栄養価も高く、体内を浄化しエネルギーを補給するのに役立ちます。","Ngọt béo, thơm|濃厚で香り高い",Matcha Latte|抹茶ラテ,"Trà đen, sữa, trân châu, đường|紅茶、ミルク、タピオカ、砂糖",https://xingfuvietnam.vn/wp-content/uploads/2023/02/xingfu-tra-sua-tran-chau-duong-den-2-FILEminimizer.jpg,Đồ Uống|飲み物,Kansai|関西,"Sữa, gluten|牛乳、グルテン  ",,,
Nước Đậu Đen Rang|Nuoc Dau Den Rang,"Nước đậu đen rang là món nước uống có tác dụng giải nhiệt và thanh lọc cơ thể. Đậu đen được rang thơm, sau đó nấu với nước và đường để tạo thành món nước đậu đen có vị ngọt thanh, mát lạnh. Nước đậu đen rang không chỉ ngon mà còn bổ dưỡng, giúp thanh lọc cơ thể và bổ sung năng lượng.|ストロベリースムージーは、新鮮なイチゴ、練乳、氷から作られたおいしいドリンクです。このスムージーは甘くて少し酸味のあるイチゴ風味で、暑い夏の日にぴったりです。ストロベリースムージーはビタミンCと健康的な栄養素を供給します。",Thanh mát|爽やか,Kuromame Cha|黒豆茶,"Đậu đen, nước, đường|黒豆、水、砂糖",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQE421FYi3k2KAlvjgSTnUB2tpjSw4mqzeZKQ&s,Đồ Uống|飲み物,Chubu|中部,Không có|ない,,,
